Title,Genres,Anime_Rank,Anime_Popularity,Anime_Score,Episodes,Episode_length,Stream_type,Start date,End date,Anime_Members,Manga_Score,Manga_Rank,Manga_Popularity,Manga_Members,Manga_Chapters,Manga_Published,Manga_Demographics,Manga_Serialization,Manga_Author,Manga,Genre_1,Genre_2,Genre_3
Ningen Fushin no Boukensha-tachi ga Sekai wo Sukuu you desu,"Action,Adventure,Fantasy",/A,8301,,Unknown,Unknown,TV ,Jan 2023 , Mar 2023,168222,7.33,4356.0,13949.0,1058.0,Unknown,"Sep  25, 2019 to ?",[],,"Fuji, Shinta (Story), Kuroi, Susumu (Art)",True,Action,Adventure,Fantasy
Mato Seihei no Slave,"Action,Fantasy,Supernatural",/A,5011,,Unknown,Unknown,TV ,Jan 2024 , Mar 2024,182136,7.62,2131.0,248.0,62478.0,Unknown,"Jan  5, 2019 to ?",['Shounen'],Shounen Jump+,"Takemura, Youhei (Art), Takahiro (Story)",True,Action,Fantasy,Supernatural
Mamahaha no Tsurego ga Motokano datta,"Comedy,Romance",/A,3342,,Unknown,Unknown,TV ,Jul 2022 , Sep 2022,291167,7.56,2507.0,3796.0,5231.0,Unknown,"Dec  1, 2018 to ?",[],,"TakayaKi (Art), Kamishiro, Kyousuke (Story)",True,Comedy,Romance,
Semantic Error,"Boys Love,Slice of Life",14025,20060,,4,4 min. per ep.,ONA ,Mar 2021 , Apr 2021,8391,8.05,650.0,3777.0,5254.0,Unknown,"Jul  27, 2020 to ?",[],,"J. Soori (Story), Angy (Art)",True,Boys Love,Slice of Life,
Otoko Ippiki Gaki Daishou,"Action,Drama",13459,11820,,156,10 min. per ep.,TV ,Sep 1969 , Mar 1970,1592,7.3,4691.0,17086.0,767.0,152,"Nov  29, 1968 to Feb  27, 1973",['Shounen'],Shounen Jump (Weekly),"Motomiya, Hiroshi (Story & Art)",True,Action,Drama,
Baraou no Souretsu,"Action,Drama,Supernatural",10827,2747,5.48,24,23 min. per ep.,TV ,Jan 2022 , Jun 2022,60513,8.05,643.0,972.0,18137.0,78,"Oct  4, 2013 to Jan  6, 2022",['Shoujo'],Princess,"Kanno, Aya (Story & Art)",True,Action,Drama,Supernatural
Eiga Daisuki Pompo-san,"Comedy,Drama",10523,11250,5.58,1,15 sec.,Movie ,Jun 2021 , Jun 2021,48265,7.12,6965.0,17475.0,739.0,Unknown,"Aug  26, 2017 to May  27, 2021",[],,"Sugitani, Shougo (Story & Art)",True,Comedy,Drama,
"Kono Healer, Mendokusai","Adventure,Comedy,Fantasy",10063,3518,5.71,12,23 min. per ep.,TV ,Apr 2022 , Jun 2022,59730,7.02,8442.0,5268.0,3636.0,Unknown,"Jul  31, 2019 to ?",[],ComicWalker,Tannen ni Hakkou (Story & Art),True,Adventure,Comedy,Fantasy
Karakuri Circus,"Action,Mystery",9705,11005,5.8,1,30 sec.,TV ,Oct 2018 , Jun 2019,132342,7.95,841.0,2440.0,8045.0,426,"Jul  9, 1997 to May  31, 2006",['Shounen'],Shounen Sunday,"Fujita, Kazuhiro (Story & Art)",True,Action,Mystery,
Dungeon Meshi,"Fantasy,Gourmet",9303,10160,5.91,2,58 sec. per ep.,TV ,Jan 2024 , Jun 2024,305255,8.48,158.0,261.0,59332.0,102,"Feb  15, 2014 to Sep  15, 2023",['Seinen'],Harta,"Kui, Ryoko (Story & Art)",True,Fantasy,Gourmet,
Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,"Adventure,Fantasy,Romance",8165,1468,6.15,12,23 min. per ep.,TV ,Oct 2021 , Dec 2021,207286,7.0,8771.0,3594.0,5525.0,Unknown,"Sep  30, 2014 to ?",[],,"U35 (Art), Miku (Story)",True,Adventure,Fantasy,Romance
Wild 7,"Action,Drama",7970,9462,6.19,2,55 min. per ep.,OVA ,Dec 1994 , Feb 1995,3289,7.59,2306.0,24827.0,388.0,Unknown,Sep  1969 to Jun  1979,['Shounen'],Shounen King,"Mochizuki, Mikiya (Story & Art)",True,Action,Drama,
Juuou Mujin no Fafnir,"Fantasy,Romance",7915,1308,6.2,12,24 min. per ep.,TV ,Jan 2015 , Mar 2015,158475,7.15,6609.0,11302.0,1422.0,90,"Jul  2, 2013 to Nov  2, 2017",[],,"Korie, Riko (Art), Tsukasa (Story)",True,Fantasy,Romance,
Beatless,"Action,Drama,Romance,Sci-Fi",7903,1210,6.2,20,24 min. per ep.,TV ,Jan 2018 , Jun 2018,174116,6.94,9444.0,9781.0,1739.0,14,"Jun  10, 2011 to Jul  10, 2012",[],Newtype,"redjuice (Art), Hase, Satoshi (Story)",True,Action,Drama,Romance
Hidan no Aria AA,"Action,Girls Love",7845,1812,6.21,12,23 min. per ep.,TV ,Oct 2015 , Dec 2015,103148,7.74,1502.0,23014.0,450.0,Unknown,"Jan  23, 2015 to ?",[],,"Akamatsu, Chuugaku (Story), Kobuichi (Art)",True,Action,Girls Love,
Kyoushoku Soukou Guyver,"Action,Horror,Sci-Fi",7742,6816,6.23,1,54 min.,Movie ,Dec 1986 , Dec 1986,7397,7.75,1475.0,5040.0,3824.0,201,"Jan  1985 to Apr  26, 2016",['Shounen'],Shounen Ace,"Takaya, Yoshiki (Story & Art)",True,Action,Horror,Sci-Fi
Buddy Go!,"Comedy,Romance",7727,6855,6.23,3,1 min. per ep.,Special ,Apr 2016 , Apr 2016,6599,7.6,2201.0,3587.0,5531.0,58,"Sep  3, 2014 to May  1, 2018",['Shoujo'],Ribon Magazine,"Kurosaki, Minori (Story & Art)",True,Comedy,Romance,
Togainu no Chi,"Action,Boys Love,Sci-Fi",7673,1969,6.25,12,24 min. per ep.,TV ,Oct 2010 , Dec 2010,89391,7.43,3428.0,4260.0,4583.0,Unknown,"Mar  2006 to Jul  1, 2013",['Shoujo'],Comic B's-LOG,"Chayamachi, Suguro (Art), Nitroplus (Story)",True,Action,Boys Love,Sci-Fi
Kyoukai no Rinne,"Comedy,Supernatural",7627,7099,6.26,1,30 sec.,TV ,Apr 2015 , Sep 2015,88968,7.14,6705.0,2025.0,9428.0,398,"Apr  22, 2009 to Dec  13, 2017",['Shounen'],Shounen Sunday,"Takahashi, Rumiko (Story & Art)",True,Comedy,Supernatural,
Komori-san wa Kotowarenai!,"Comedy,Slice of Life",7653,2279,6.25,12,2 min. per ep.,TV ,Oct 2015 , Dec 2015,77101,7.14,6628.0,3925.0,5046.0,Unknown,"Feb  27, 2012 to ?",[],Manga Time Original,Cool-kyou Shinja (Story & Art),True,Comedy,Slice of Life,
Kujibiki♥Unbalance,"Comedy,Romance",7626,4945,6.26,12,23 min. per ep.,TV ,Oct 2006 , Dec 2006,14458,6.99,8831.0,11458.0,1395.0,14,"Sep  25, 2006 to Dec  25, 2007",['Seinen'],Afternoon,"Kio, Shimoku (Story), Koume, Keito (Art)",True,Comedy,Romance,
Chocolat no Mahou,"Drama,Supernatural",7609,6170,6.26,13,13 min. per ep.,OVA ,Mar 2011 , Jan 2013,9154,7.4,3693.0,7846.0,2298.0,Unknown,"Sep  3, 2008 to ?",['Shoujo'],Ciao DX,"Rino, Mizuho (Story & Art)",True,Drama,Supernatural,
Tenshi Kinryouku,"Action,Drama,Romance,Supernatural",7458,2739,6.29,3,29 min. per ep.,OVA ,May 2000 , Aug 2000,49980,7.9,970.0,677.0,25635.0,120,"Jul  5, 1994 to Oct  20, 2000",['Shoujo'],Hana to Yume,"Yuki, Kaori (Story & Art)",True,Action,Drama,Romance
Berserk,"Action,Adventure,Drama,Fantasy,Horror,Supernatural",7387,602,6.3,12,24 min. per ep.,TV ,Jul 2016 , Sep 2016,366255,9.47,1.0,1.0,670559.0,Unknown,"Aug  25, 1989 to ?",['Seinen'],Young Animal,"Miura, Kentarou (Story & Art), Studio Gaga (Art)",True,Action,Adventure,Drama
Angelique,"Drama,Fantasy,Romance,Sci-Fi",7384,6932,6.3,3,30 min. per ep.,OVA ,Mar 2004 , Mar 2005,6863,6.92,9817.0,16900.0,784.0,59,"Nov  23, 1995 to Mar  24, 2003",['Shoujo'],Asuka,"Yura, Kairi (Story & Art)",True,Drama,Fantasy,Romance
Kuma Miko,"Comedy,Slice of Life",7338,2161,6.31,12,24 min. per ep.,TV ,Apr 2016 , Jun 2016,76121,7.09,7292.0,8776.0,1986.0,Unknown,"Apr  5, 2013 to ?",['Seinen'],Comic Flapper,"Yoshimoto, Masume (Story & Art)",True,Comedy,Slice of Life,
Triage X,"Action,Adventure,Ecchi",7272,1311,6.32,10,23 min. per ep.,TV ,Apr 2015 , Jun 2015,166050,7.12,6957.0,1590.0,12152.0,Unknown,"Apr  9, 2009 to ?",['Shounen'],Dragon Age,"Satou, Shouji (Story & Art)",True,Action,Adventure,Ecchi
Hundred,"Action,Romance,Sci-Fi,Ecchi",7221,568,6.33,12,24 min. per ep.,TV ,Apr 2016 , Jun 2016,373781,7.31,4565.0,6779.0,2738.0,116,"Nov  15, 2012 to Oct  15, 2018",[],,"Ookuma, Nekosuke (Art), Misaki, Jun (Story)",True,Action,Romance,Sci-Fi
Mahou Shoujo Tokushusen Asuka,"Action,Drama",7204,2084,6.34,12,24 min. per ep.,TV ,Jan 2019 , Mar 2019,85945,7.06,7737.0,3471.0,5734.0,69,"Jun  25, 2015 to Feb  25, 2021",['Seinen'],Big Gangan,"Fukami, Makoto (Story), Tokiya, Seigo (Art)",True,Action,Drama,
Choujin Locke,"Action,Sci-Fi",7184,8487,6.34,1,1 hr. 59 min.,Movie ,Mar 1984 , Mar 1984,4279,7.46,3183.0,18909.0,650.0,Unknown,1979 to  1989,['Shounen'],,"Hijiri, Yuki (Story & Art)",True,Action,Sci-Fi,
ChäoS;Child,"Mystery,Sci-Fi,Supernatural",7183,1469,6.34,12,23 min. per ep.,TV ,Jan 2017 , Mar 2017,134105,6.99,8888.0,14509.0,998.0,26,"Dec  29, 2015 to Feb  28, 2018",[],Dengeki G's Comic,Re,True,Mystery,Sci-Fi,Supernatural
Futari Ecchi,"Comedy,Romance,Slice of Life,Ecchi",7191,3300,6.34,4,27 min. per ep.,OVA ,Jul 2002 , Jan 2004,37456,7.26,5186.0,1216.0,15179.0,Unknown,Jan  1997 to ?,['Seinen'],Young Animal,"Katsu, Aki (Story & Art)",True,Comedy,Romance,Slice of Life
"Tantei wa Mou, Shindeiru.","Comedy,Drama,Mystery,Romance",7167,644,6.34,12,25 min. per ep.,TV ,Jul 2021 , Sep 2021,372911,7.72,1627.0,2847.0,6957.0,Unknown,"Nov  25, 2019 to ?",[],,"Umibouzu (Art), Nigojuu (Story)",True,Comedy,Drama,Mystery
Sanctuary,"Action,Drama,Suspense",7158,7819,6.34,1,1 hr. 7 min.,OVA ,May 1996 , May 1996,5776,8.24,369.0,512.0,33253.0,108,1990 to  1995,['Seinen'],Big Comic Superior,"Ikegami, Ryouichi (Art), Buronson (Story)",True,Action,Drama,Suspense
RPG Fudousan,"Comedy,Fantasy",7135,3729,6.35,12,23 min. per ep.,TV ,Apr 2022 , Jun 2022,47231,7.18,6202.0,15297.0,919.0,Unknown,"Apr  28, 2018 to ?",[],Manga Time Kirara Carat,"Kenmotsu, Chiyo (Story & Art)",True,Comedy,Fantasy,
Babel Nisei,"Adventure,Sci-Fi,Supernatural",7104,10254,6.35,39,25 min. per ep.,TV ,Jan 1973 , Sep 1973,2455,6.97,9177.0,16596.0,805.0,63,"Jul  5, 1971 to Nov  12, 1973",['Shounen'],Shounen Champion (Weekly),"Yokoyama, Mitsuteru (Story & Art)",True,Adventure,Sci-Fi,Supernatural
Venus Versus Virus,"Drama,Romance,Supernatural",7066,3564,6.36,12,24 min. per ep.,TV ,Jan 2007 , Mar 2007,30497,7.14,6670.0,4160.0,4746.0,37,"Jun  27, 2005 to Jul  26, 2008",['Seinen'],Dengeki Daioh,"Suzumi, Atsushi (Story & Art)",True,Drama,Romance,Supernatural
Seikon no Qwaser,"Action,Supernatural,Ecchi",7037,640,6.37,24,24 min. per ep.,TV ,Jan 2010 , Jun 2010,332407,6.98,8914.0,1466.0,13087.0,119,"Aug  19, 2006 to Jul  19, 2016",['Seinen'],Champion RED,"Satou, Kenetsu (Art), Yoshino, Hiroyuki (Story)",True,Action,Supernatural,Ecchi
Tetsujin 28-gou,"Adventure,Sci-Fi",7039,8797,6.37,96,25 min. per ep.,TV ,Oct 1963 , May 1965,4051,7.46,3209.0,18883.0,651.0,307,Jul  1956 to May  1966,['Shounen'],,"Yokoyama, Mitsuteru (Story & Art)",True,Adventure,Sci-Fi,
Happy Happy Clover,"Comedy,Fantasy",7019,10475,6.37,13,25 min. per ep.,TV ,Jul 2007 , Sep 2007,1968,7.29,4873.0,12047.0,1299.0,60,"Jul  2, 2005 to Oct  3, 2008",['Shoujo'],Ciao,"Tatsuyama, Sayuri (Story & Art)",True,Comedy,Fantasy,
Shin Megami Tensei Devil Children,"Action,Adventure,Fantasy,Sci-Fi,Supernatural",6970,9358,6.38,50,23 min. per ep.,TV ,Oct 2000 , Sep 2001,3412,6.98,8923.0,20786.0,548.0,26,"Mar  6, 2001 to ?",['Kids'],,"Fujii, Hideaki (Story & Art), Atlus (Story)",True,Action,Adventure,Fantasy
Kämpfer,"Action,Comedy,Girls Love,Romance,Ecchi",6927,745,6.39,12,24 min. per ep.,TV ,Oct 2009 , Dec 2009,290504,7.05,7901.0,7651.0,2364.0,64,"Nov  24, 2006 to Mar  25, 2010",[],,"Tsukiji, Toshihiko (Story), Senmu (Art)",True,Action,Comedy,Girls Love
Tokyo Ghoul:re,"Action,Fantasy,Horror",6955,118,6.39,12,24 min. per ep.,TV ,Apr 2018 , Jun 2018,1196181,8.28,324.0,21.0,279753.0,181,"Oct  16, 2014 to Jul  5, 2018",['Seinen'],Young Jump,"Ishida, Sui (Story & Art)",True,Action,Fantasy,Horror
Eromanga-sensei,"Comedy,Drama,Romance,Ecchi",6913,243,6.39,12,23 min. per ep.,TV ,Apr 2017 , Jun 2017,725978,7.21,5767.0,2718.0,7294.0,59,"Dec  10, 2013 to Aug  10, 2022",[],,"Fushimi, Tsukasa (Story), Kanzaki, Hiro (Art)",True,Comedy,Drama,Romance
Kanojo ga Flag wo Oraretara,"Comedy,Romance",6925,1069,6.39,13,24 min. per ep.,TV ,Apr 2014 , Jun 2014,198007,7.02,8470.0,4331.0,4494.0,42,"Nov  4, 2011 to Feb  26, 2015",['Shounen'],Shounen Rival,"Nagian (Art), Takei, Touka (Story)",True,Comedy,Romance,
Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,"Boys Love,Comedy,Sports",6859,6586,6.4,2,26 min. per ep.,OVA ,Mar 2002 , Jul 2002,7485,7.29,4848.0,14891.0,957.0,12,1999 to ?,[],Chara,"Minekura, Kazuya (Story & Art)",True,Boys Love,Comedy,Sports
Shin Chuuka Ichiban!,"Comedy,Gourmet",6726,5421,6.43,12,24 min. per ep.,TV ,Oct 2019 , Dec 2019,11983,7.21,5786.0,22618.0,466.0,108,"Dec  4, 1996 to Apr  28, 1999",['Shounen'],Shounen Magazine (Weekly),"Ogawa, Etsushi (Story & Art)",True,Comedy,Gourmet,
Yume Tsukai,"Drama,Fantasy,Slice of Life",6736,5935,6.43,12,24 min. per ep.,TV ,Apr 2006 , Jun 2006,9669,6.98,8924.0,11606.0,1370.0,36,"Jan  25, 2001 to Dec  25, 2003",['Seinen'],Afternoon,"Ueshiba, Riichi (Story & Art)",True,Drama,Fantasy,Slice of Life
Beyblade Burst,"Action,Adventure,Sci-Fi,Sports",6690,3723,6.43,51,24 min. per ep.,TV ,Apr 2016 , Mar 2017,33136,7.13,6763.0,20912.0,542.0,134,"Jul  15, 2015 to Feb  28, 2022",['Kids'],CoroCoro Comic,"Morita, Hiro (Story & Art)",True,Action,Adventure,Sci-Fi
Getsuyoubi no Tawawa,"Slice of Life,Ecchi",6676,1426,6.44,12,4 min. per ep.,ONA ,Oct 2016 , Dec 2016,156650,7.01,8589.0,1822.0,10522.0,Unknown,"Nov  16, 2020 to ?",['Seinen'],Young Magazine (Weekly),"Himura, Kiseki (Story & Art)",True,Slice of Life,Ecchi,
Bad Boys,"Action,Comedy",6688,9239,6.43,5,45 min. per ep.,OVA ,Sep 1993 , Aug 1998,3484,7.05,7948.0,9485.0,1800.0,169,1988 to  1996,['Seinen'],Young King,"Tanaka, Hiroshi (Story & Art)",True,Action,Comedy,
Centaur no Nayami,"Comedy,Fantasy,Slice of Life",6664,1957,6.44,12,23 min. per ep.,TV ,Jul 2017 , Sep 2017,94373,7.26,5141.0,2689.0,7380.0,Unknown,"Dec  18, 2010 to ?",['Seinen'],Comic Ryu,"Murayama, Kei (Story & Art)",True,Comedy,Fantasy,Slice of Life
Seikoku no Dragonar,"Comedy,Fantasy,Ecchi",6612,976,6.45,12,24 min. per ep.,TV ,Apr 2014 , Jun 2014,225612,7.25,5312.0,7411.0,2464.0,178,"Jun  25, 2010 to Nov  25, 2015",[],,"Mizuchi, Shiki (Story), Shimesaba, Kohada (Art)",True,Comedy,Fantasy,Ecchi
Pet,"Mystery,Supernatural",6607,1910,6.45,13,23 min. per ep.,TV ,Jan 2020 , Mar 2020,94745,6.98,8958.0,12946.0,1174.0,55,"Jul  29, 2002 to Oct  27, 2003",['Seinen'],Big Comic Spirits,"Miyake, Ranjou (Story & Art)",True,Mystery,Supernatural,
Sabu to Ichi Torimono Hikae,"Action,Adventure,Drama,Slice of Life",6611,9836,6.45,52,25 min. per ep.,TV ,Oct 1968 , Sep 1969,2941,7.5,2894.0,11940.0,1314.0,83,1966 to Mar  1972,['Shounen'],Shounen Sunday,"Ishinomori, Shoutarou (Story & Art)",True,Action,Adventure,Drama
"Ore, Twintail ni Narimasu.","Action,Comedy,Fantasy,Romance",6605,1290,6.45,12,24 min. per ep.,TV ,Oct 2014 , Dec 2014,161314,7.2,5957.0,11108.0,1453.0,Unknown,"Jun  19, 2012 to Dec  18, 2020",[],,"Kasuga, Ayumu (Art), Mizusawa, Yume (Story)",True,Action,Comedy,Fantasy
Gal to Kyouryuu,"Comedy,Slice of Life",6564,3588,6.46,12,11 min. per ep.,TV ,Apr 2020 , Dec 2020,33257,7.03,8300.0,6851.0,2701.0,105,"Oct  15, 2018 to Jan  24, 2022",['Seinen'],Young Magazine (Weekly),"Tomimura, Cota (Art), Mori, Moriko (Story)",True,Comedy,Slice of Life,
Absolute Duo,"Action,Romance,Supernatural,Ecchi",6572,355,6.45,12,24 min. per ep.,TV ,Jan 2015 , Mar 2015,558806,7.28,4947.0,5064.0,3802.0,Unknown,"Aug  23, 2012 to ?",[],,"Hiiragiboshi, Takumi (Story), Asaba, Yuu (Art)",True,Action,Romance,Supernatural
Clockwork Planet,"Fantasy,Sci-Fi",6578,1294,6.45,12,24 min. per ep.,TV ,Apr 2017 , Jun 2017,159833,7.64,1981.0,3915.0,5063.0,24,"Apr  2, 2013 to Dec  29, 2015",[],,"Kamiya, Yuu (Story), Shino (Art), Himana, Tsubaki (Story)",True,Fantasy,Sci-Fi,
Terra e...,"Action,Drama,Sci-Fi",6539,5600,6.46,1,1 hr. 51 min.,Movie ,Apr 1980 , Apr 1980,11814,7.69,1745.0,4572.0,4258.0,28,"Dec  6, 1976 to Apr  6, 1980",['Shounen'],Manga Shounen,"Takemiya, Keiko (Story & Art)",True,Action,Drama,Sci-Fi
Monkey Turn,"Action,Drama",6526,10560,6.46,25,23 min. per ep.,TV ,Jan 2004 , Jun 2004,2123,7.52,2726.0,29231.0,269.0,385,1996 to  2005,[],Shounen Sunday,"Kawai, Katsutoshi (Story & Art)",True,Action,Drama,
Upotte!!,"Action,Comedy",6520,2232,6.47,10,24 min. per ep.,ONA ,Apr 2012 , Jun 2012,72341,7.05,7916.0,5755.0,3288.0,Unknown,"Jul  4, 2009 to ?",['Shounen'],Shounen Ace,"Tennouji, Kitsune (Story & Art)",True,Action,Comedy,
Oniichan dakedo Ai sae Areba Kankeinai yo ne!,"Comedy,Romance,Ecchi",6530,708,6.46,12,24 min. per ep.,TV ,Oct 2012 , Dec 2012,306880,7.27,5028.0,6832.0,2709.0,94,"Dec  24, 2010 to Jan  25, 2019",[],,"Suzuki, Daisuke (Story), Uruu, Gekka (Art)",True,Comedy,Romance,Ecchi
Coppelion,"Action,Sci-Fi",6472,1559,6.47,13,24 min. per ep.,TV ,Oct 2013 , Dec 2013,121753,7.4,3729.0,2102.0,9190.0,226,"Jun  9, 2008 to Feb  20, 2016",['Seinen'],Young Magazine (Weekly),"Inoue, Tomonori (Story & Art)",True,Action,Sci-Fi,
Death March kara Hajimaru Isekai Kyousoukyoku,"Adventure,Fantasy",6475,426,6.47,12,23 min. per ep.,TV ,Jan 2018 , Mar 2018,512051,7.56,2450.0,1646.0,11723.0,Unknown,"Mar  17, 2014 to ?",[],,"Ainana, Hiro (Story), shri (Art)",True,Adventure,Fantasy,
Citrus,"Drama,Girls Love,Romance",6470,397,6.47,12,23 min. per ep.,TV ,Jan 2018 , Mar 2018,521371,7.05,7957.0,6332.0,2964.0,11,"Oct  13, 2010 to Jul  13, 2011",['Shoujo'],Bessatsu Margaret,Ayuko (Story & Art),True,Drama,Girls Love,Romance
Ore wa Teppei,"Action,Sports",6402,10694,6.49,28,25 min. per ep.,TV ,Sep 1977 , Mar 1978,2104,7.59,2312.0,19158.0,636.0,Unknown,1973 to  1980,['Shounen'],Shounen Magazine (Weekly),"Chiba, Tetsuya (Story & Art)",True,Action,Sports,
100-man no Inochi no Ue ni Ore wa Tatteiru,"Action,Drama,Fantasy",6367,853,6.49,12,23 min. per ep.,TV ,Oct 2020 , Dec 2020,297194,7.04,8172.0,1499.0,12820.0,Unknown,"Jun  9, 2016 to ?",['Shounen'],Bessatsu Shounen Magazine,"Nao, Akinari (Art), Yamakawa, Naoki (Story)",True,Action,Drama,Fantasy
Omoi no Kakera,"Slice of Life,Sports",6281,6853,6.51,1,24 min.,TV Special ,Mar 2016 , Mar 2016,6442,7.29,4804.0,4139.0,4769.0,32,"Oct  29, 2009 to Jun  30, 2014",['Josei'],Rakuen Le Paradis,"Takemiya, Jin (Story & Art)",True,Slice of Life,Sports,
Danchigai,"Comedy,Slice of Life",6257,1629,6.51,12,3 min. per ep.,TV ,Jul 2015 , Sep 2015,118167,7.63,2064.0,3699.0,5374.0,126,"Jun  22, 2011 to Sep  22, 2021",[],Manga 4-koma Palette,"Yoneda, Kazusa (Story & Art)",True,Comedy,Slice of Life,
Fuuka,"Drama,Romance,Ecchi",6263,730,6.51,12,24 min. per ep.,TV ,Jan 2017 , Mar 2017,300546,7.43,3454.0,334.0,47323.0,204,"Feb  12, 2014 to Apr  4, 2018",['Shounen'],Shounen Magazine (Weekly),"Seo, Kouji (Story & Art)",True,Drama,Romance,Ecchi
Monster Musume no Oishasan,"Comedy,Fantasy,Romance,Ecchi",6201,1098,6.52,12,24 min. per ep.,TV ,Jul 2020 , Sep 2020,222250,7.16,6373.0,6369.0,2946.0,67,"Jun  24, 2016 to Mar  25, 2022",[],,"Z-ton (Art), Yoshino, Origuchi (Story)",True,Comedy,Fantasy,Romance
Naisho no Tsubomi,"Romance,Slice of Life,Supernatural",6177,6156,6.53,3,27 min. per ep.,OVA ,Apr 2008 , Jun 2008,8354,7.25,5256.0,15113.0,936.0,98,"Feb  3, 2004 to Feb  3, 2012",['Shoujo'],Shougaku Gonensei,"Yabuuchi, Yuu (Story & Art)",True,Romance,Slice of Life,Supernatural
Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,"Comedy,Romance,Ecchi",6166,726,6.53,12,23 min. per ep.,TV ,Jul 2019 , Sep 2019,328398,7.17,6255.0,4348.0,4481.0,98,"Jan  25, 2017 to Jan  25, 2022",[],,"Hanama, Tomo (Story), sune (Art)",True,Comedy,Romance,Ecchi
Getter Robo G,"Action,Sci-Fi",6158,8984,6.53,39,24 min. per ep.,TV ,May 1975 , Mar 1976,3707,6.94,9506.0,6277.0,2988.0,5,Mar  1975 to Oct  1975,['Shounen'],,"Nagai, Go (Story), Ishikawa, Ken (Story)",True,Action,Sci-Fi,
Fudanshi Koukou Seikatsu,"Comedy,Slice of Life",6157,2255,6.53,12,3 min. per ep.,TV ,Jul 2016 , Sep 2016,74288,7.21,5734.0,4807.0,4019.0,51,"May  1, 2015 to Sep  7, 2018",[],Zero-Sum Online,"Michinoku, Atami (Story & Art)",True,Comedy,Slice of Life,
"Kono Naka ni Hitori, Imouto ga Iru!","Comedy,Mystery,Romance,Ecchi",6132,993,6.54,12,24 min. per ep.,TV ,Jul 2012 , Sep 2012,213103,7.19,5994.0,10059.0,1672.0,87,"Aug  25, 2010 to Mar  25, 2013",['Seinen'],,"CUTEG (Art), Taguchi, Hajime (Story)",True,Comedy,Mystery,Romance
Esper Mami,"Comedy,Supernatural,Ecchi",6154,9942,6.53,119,24 min. per ep.,TV ,Apr 1987 , Oct 1989,2755,7.58,2364.0,25793.0,358.0,Unknown,1977 to  1983,['Shounen'],Shounen Big Comic,"Fujiko, Fujio F. (Story & Art)",True,Comedy,Supernatural,Ecchi
Itsuka Tenma no Kuro Usagi,"Comedy,Romance,Supernatural,Ecchi",6124,1450,6.54,12,25 min. per ep.,TV ,Jul 2011 , Sep 2011,133392,7.32,4511.0,9419.0,1819.0,60,"Nov  20, 2008 to Dec  20, 2013",['Shounen'],Dragon Magazine,"Kamiya, Yuu (Art), Kagami, Takaya (Story)",True,Comedy,Romance,Supernatural
Inugami-san to Nekoyama-san,"Comedy,Girls Love",6123,2127,6.54,12,3 min. per ep.,TV ,Apr 2014 , Jun 2014,79908,7.04,8065.0,3878.0,5119.0,76,"Nov  18, 2011 to Feb  18, 2017",[],Comic Yuri Hime,Kuzushiro (Story & Art),True,Comedy,Girls Love,
Tokyo ESP,"Action,Comedy,Sci-Fi,Supernatural",6066,1198,6.55,12,24 min. per ep.,TV ,Jul 2014 , Sep 2014,170154,7.44,3338.0,878.0,19997.0,77,"Feb  26, 2010 to Jul  26, 2016",['Shounen'],Shounen Ace,"Segawa, Hajime (Story & Art)",True,Action,Comedy,Sci-Fi
"Maou-sama, Retry!","Action,Adventure,Fantasy",6073,968,6.54,12,23 min. per ep.,TV ,Jul 2019 , Sep 2019,249624,7.35,4153.0,7206.0,2542.0,Unknown,"Jun  30, 2017 to ?",[],,"Ogata, Kouji (Art), Kanzaki, Kurone (Story)",True,Action,Adventure,Fantasy
Dragon Quest: Dai no Daibouken,"Adventure,Fantasy",6023,9169,6.55,1,31 min.,Movie ,Jul 1991 , Jul 1991,3202,7.95,842.0,1636.0,11792.0,349,"Oct  10, 1989 to Nov  26, 1996",['Shounen'],Shounen Jump (Weekly),"Sanjou, Riku (Story), Inada, Koji (Art)",True,Adventure,Fantasy,
Inu to Hasami wa Tsukaiyou,"Comedy,Supernatural",6006,1369,6.56,12,24 min. per ep.,TV ,Jul 2013 , Sep 2013,150665,7.02,8475.0,13762.0,1080.0,79,"Feb  28, 2011 to Sep  29, 2014",[],,"Sarai, Shunsuke (Story), Nabeshima, Tetsuhiro (Art)",True,Comedy,Supernatural,
7 Seeds,"Adventure,Drama,Mystery,Romance,Sci-Fi",5984,1574,6.56,12,25 min. per ep.,ONA ,Jun 2019 , Jun 2019,137014,8.22,399.0,774.0,22499.0,178,"Oct  13, 2001 to May  27, 2017",['Shoujo'],Flowers (Monthly),"Tamura, Yumi (Story & Art)",True,Adventure,Drama,Mystery
Morita-san wa Mukuchi,"Comedy,Slice of Life",5957,5775,6.56,1,23 min.,OVA ,Mar 2011 , Mar 2011,9726,7.07,7687.0,14215.0,1030.0,Unknown,"May  28, 2007 to ?",[],Manga Life MOMO,"Sano, Tae (Story & Art)",True,Comedy,Slice of Life,
